template_code,retro_template,template_hash,classification,library_occurence,reaction_id,name,source_file,source_line,confidence,needs_review,has_generic_group,generic_resolution_status,aizynthfinder_ready,conditions,raw_reaction_smiles,forward_smarts
190,[#6]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#6]2:[#6]:[#6]:[#6](-[#6]):[#6]:[#6]:2):[#6]:[#6]:1>>[#6]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#17]):[#6]:[#6]:1.[#6]-[#6]-[#6]-[#6]-[Sn](-[#6]-[#6]-[#6]-[#6])(-[#6]-[#6]-[#6]-[#6])-[#6]1:[#6]:[#6]:[#6](-[#6]):[#6]:[#6]:1,cfb12615c776f6dc3b53a58d0da53a8dac47d0506e4358f8e16625aaa917d116,biosynthesis,1,LIT_0107_v21,图6.7 芳基锂与羧酸衍生物合成查耳酮,26-06-26 黄酮化合物的合成.md,84,0.95,False,False,not_generic,True,"- 反应条件：THF 此外，芳基锂与羧酸及其衍生物反应也可合成芳香酮。李良助等用芳基锂与肉桂酸及其酯反应合成了查耳酮(图6.7)。 图6.7 芳基锂与羧酸衍生物合成查耳酮 采用芳基锡试剂，与取代肉桂酰氯在二(三苯基膦)二氯化镍催化下进行交叉偶联合成了查耳酮(图6.8),合成过程是按自由基链锁反应机理进行的。",Cc1ccc(C=CC(=O)Cl)cc1.CCCC[Sn](CCCC)(CCCC)c1ccc(C)cc1>>Cc1ccc(C=CC(=O)c2ccc(C)cc2)cc1,[#6]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#17]):[#6]:[#6]:1.[#6]-[#6]-[#6]-[#6]-[Sn](-[#6]-[#6]-[#6]-[#6])(-[#6]-[#6]-[#6]-[#6])-[#6]1:[#6]:[#6]:[#6](-[#6]):[#6]:[#6]:1>>[#6]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#6]2:[#6]:[#6]:[#6](-[#6]):[#6]:[#6]:2):[#6]:[#6]:1
191,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6](=[#8])-[#6]=[#6]-[#6]2:[#6]:[#6]:[#6](-[#6]):[#6]:[#6]:2):[#6]:[#6]:1>>[#6]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#17]):[#6]:[#6]:1.[#6]-[#6]-[#6]-[#6]-[Sn](-[#6]-[#6]-[#6]-[#6])(-[#6]-[#6]-[#6]-[#6])-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:1,2dbc46278f72792a6cdd767b1a15635052fe6ed79a70ad83dedee7098dc14737,biosynthesis,1,LIT_0107_v22,图6.7 芳基锂与羧酸衍生物合成查耳酮,26-06-26 黄酮化合物的合成.md,84,0.95,False,False,not_generic,True,"- 反应条件：THF 此外，芳基锂与羧酸及其衍生物反应也可合成芳香酮。李良助等用芳基锂与肉桂酸及其酯反应合成了查耳酮(图6.7)。 图6.7 芳基锂与羧酸衍生物合成查耳酮 采用芳基锡试剂，与取代肉桂酰氯在二(三苯基膦)二氯化镍催化下进行交叉偶联合成了查耳酮(图6.8),合成过程是按自由基链锁反应机理进行的。",Cc1ccc(C=CC(=O)Cl)cc1.CCCC[Sn](CCCC)(CCCC)c1ccc(OC)cc1>>COc1ccc(C(=O)C=Cc2ccc(C)cc2)cc1,[#6]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#17]):[#6]:[#6]:1.[#6]-[#6]-[#6]-[#6]-[Sn](-[#6]-[#6]-[#6]-[#6])(-[#6]-[#6]-[#6]-[#6])-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:1>>[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6](=[#8])-[#6]=[#6]-[#6]2:[#6]:[#6]:[#6](-[#6]):[#6]:[#6]:2):[#6]:[#6]:1
192,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#6]:[#6]:1>>[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#17]):[#6]:[#6]:1.[#6]-[#6]-[#6]-[#6]-[Sn](-[#6]-[#6]-[#6]-[#6])(-[#6]-[#6]-[#6]-[#6])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,fc4b10c4d886e1894a3c4b9ee09f1e99c7f6b75595463278c367276c4f3f9128,biosynthesis,1,LIT_0107_v23,图6.7 芳基锂与羧酸衍生物合成查耳酮,26-06-26 黄酮化合物的合成.md,84,0.95,False,False,not_generic,True,"- 反应条件：THF 此外，芳基锂与羧酸及其衍生物反应也可合成芳香酮。李良助等用芳基锂与肉桂酸及其酯反应合成了查耳酮(图6.7)。 图6.7 芳基锂与羧酸衍生物合成查耳酮 采用芳基锡试剂，与取代肉桂酰氯在二(三苯基膦)二氯化镍催化下进行交叉偶联合成了查耳酮(图6.8),合成过程是按自由基链锁反应机理进行的。",COc1ccc(C=CC(=O)Cl)cc1.CCCC[Sn](CCCC)(CCCC)c1ccccc1>>COc1ccc(C=CC(=O)c2ccccc2)cc1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#17]):[#6]:[#6]:1.[#6]-[#6]-[#6]-[#6]-[Sn](-[#6]-[#6]-[#6]-[#6])(-[#6]-[#6]-[#6]-[#6])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1>>[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#6]:[#6]:1
193,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#6]2:[#6]:[#6]:[#6](-[#6]):[#6]:[#6]:2):[#6]:[#6]:1>>[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#17]):[#6]:[#6]:1.[#6]-[#6]-[#6]-[#6]-[Sn](-[#6]-[#6]-[#6]-[#6])(-[#6]-[#6]-[#6]-[#6])-[#6]1:[#6]:[#6]:[#6](-[#6]):[#6]:[#6]:1,3688db674f87332cbd0f672bbbec801c7e19571def45d8ecc8d263b9e13aca37,biosynthesis,1,LIT_0107_v24,图6.7 芳基锂与羧酸衍生物合成查耳酮,26-06-26 黄酮化合物的合成.md,84,0.95,False,False,not_generic,True,"- 反应条件：THF 此外，芳基锂与羧酸及其衍生物反应也可合成芳香酮。李良助等用芳基锂与肉桂酸及其酯反应合成了查耳酮(图6.7)。 图6.7 芳基锂与羧酸衍生物合成查耳酮 采用芳基锡试剂，与取代肉桂酰氯在二(三苯基膦)二氯化镍催化下进行交叉偶联合成了查耳酮(图6.8),合成过程是按自由基链锁反应机理进行的。",COc1ccc(C=CC(=O)Cl)cc1.CCCC[Sn](CCCC)(CCCC)c1ccc(C)cc1>>COc1ccc(C=CC(=O)c2ccc(C)cc2)cc1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#17]):[#6]:[#6]:1.[#6]-[#6]-[#6]-[#6]-[Sn](-[#6]-[#6]-[#6]-[#6])(-[#6]-[#6]-[#6]-[#6])-[#6]1:[#6]:[#6]:[#6](-[#6]):[#6]:[#6]:1>>[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#6]2:[#6]:[#6]:[#6](-[#6]):[#6]:[#6]:2):[#6]:[#6]:1
194,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#6]2:[#6]:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:2):[#6]:[#6]:1>>[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#17]):[#6]:[#6]:1.[#6]-[#6]-[#6]-[#6]-[Sn](-[#6]-[#6]-[#6]-[#6])(-[#6]-[#6]-[#6]-[#6])-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:1,710cf07471a17ac72925a475b54c4c06d211dcbb939e7ec86ddc149970523c0c,biosynthesis,1,LIT_0107_v25,图6.7 芳基锂与羧酸衍生物合成查耳酮,26-06-26 黄酮化合物的合成.md,84,0.95,False,False,not_generic,True,"- 反应条件：THF 此外，芳基锂与羧酸及其衍生物反应也可合成芳香酮。李良助等用芳基锂与肉桂酸及其酯反应合成了查耳酮(图6.7)。 图6.7 芳基锂与羧酸衍生物合成查耳酮 采用芳基锡试剂，与取代肉桂酰氯在二(三苯基膦)二氯化镍催化下进行交叉偶联合成了查耳酮(图6.8),合成过程是按自由基链锁反应机理进行的。",COc1ccc(C=CC(=O)Cl)cc1.CCCC[Sn](CCCC)(CCCC)c1ccc(OC)cc1>>COc1ccc(C=CC(=O)c2ccc(OC)cc2)cc1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#17]):[#6]:[#6]:1.[#6]-[#6]-[#6]-[#6]-[Sn](-[#6]-[#6]-[#6]-[#6])(-[#6]-[#6]-[#6]-[#6])-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:1>>[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#6]-[#6](=[#8])-[#6]2:[#6]:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:2):[#6]:[#6]:1
195,"c1cc([F,Cl,Br,I])ccc1C=CC(=O)c2ccc([F,Cl,Br,I])cc2>>c1cc([F,Cl,Br,I])ccc1C=CC(=O)[Cl].[Sn](CCCC)(CCCC)(CCCC)c1ccc([F,Cl,Br,I])cc1",01894daf1685e365c44a356eb79027aa8a4c858f0614445e165fe644780e05fb,biosynthesis,1,LIT_0108,图6.8 芳基锡与肉桂酰氯合成查耳酮,26-06-26 黄酮化合物的合成.md,93,0.95,False,False,not_generic,True,"图6.7 芳基锂与羧酸衍生物合成查耳酮 采用芳基锡试剂，与取代肉桂酰氯在二(三苯基膦)二氯化镍催化下进行交叉偶联合成了查耳酮(图6.8),合成过程是按自由基链锁反应机理进行的。 - 反应条件：NiCl2(PPh3)3",c1cc([X])ccc1C=CC(=O)[Cl].[Sn](CCCC)(CCCC)(CCCC)c1ccc([Y])cc1>>c1cc([X])ccc1C=CC(=O)c2ccc([Y])cc2,"c1cc([F,Cl,Br,I])ccc1C=CC(=O)[Cl].[Sn](CCCC)(CCCC)(CCCC)c1ccc([F,Cl,Br,I])cc1>>c1cc([F,Cl,Br,I])ccc1C=CC(=O)c2ccc([F,Cl,Br,I])cc2"
196,[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#6]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1>>[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#6]-[Te+](-[#6]-[#6]-[#6]-[#6])-[#6]-[#6]-[#6]-[#6].[#35-].[#8]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,fe73a20527b72d94fcab18bcccc2ae4049d9214a871773bef3cb3af9e9fbef1b,chalcone_synthesis,1,LIT_0109,图6.9 芳香碲叶立德与芳香醛合成查耳酮,26-06-26 黄酮化合物的合成.md,106,0.95,False,False,not_generic,True,"钟琦等报道了芳香碲叶立德与芳香醛在碱性条件下偶联制备查耳酮，收率64%-85%（图6.9）。 - 反应条件：K2CO3, THF-CH3CN 芳乙烯硒叶立德在强碱氢化钠或氢化钾的作用下，可以与芳醛选择性地生成反式查耳酮,且带有吸电子基团的苯甲醛的产率较高(图6.10)。",c1ccc(cc1)C(=O)C[Te+](CCCC)(CCCC).[Br-].O=Cc1ccccc1>>c1ccc(cc1)C(=O)C=Cc1ccccc1,[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#6]-[Te+](-[#6]-[#6]-[#6]-[#6])-[#6]-[#6]-[#6]-[#6].[#35-].[#8]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1>>[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#6]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1
197,[#6]=[#6]-[#6]=[#8]>>[#6]=[#6]-[Se+](-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1.[#6](-[#9])(-[#9])(-[#9])-[#16](=[#8])(=[#8])-[#8-].[#6]=[#8],27866f5d948cad531d5601c1a471ecfd28ef4faf48b29d297d8592d6c33f888e,chalcone_synthesis,1,LIT_0110,图6.10 芳乙烯硒叶立德与芳醛合成查耳酮,26-06-26 黄酮化合物的合成.md,115,0.95,False,False,not_generic,True,"- 反应条件：K2CO3, THF-CH3CN 芳乙烯硒叶立德在强碱氢化钠或氢化钾的作用下，可以与芳醛选择性地生成反式查耳酮,且带有吸电子基团的苯甲醛的产率较高(图6.10)。 - 反应条件：碱 在Cl3SiH/NEt3体系下，α-溴代苯乙酮可以和芳醛进行一锅反应，选择性生成反式查耳酮。反应按图6.11所示机理进行。加人0.1倍量的Ph3PO,可以使产率达到70%左右。",C=C[Se+](c1ccccc1)c1ccccc1.C([F])([F])([F])S(=O)(=O)[O-].C=O>>C=CC=O,[#6]=[#6]-[Se+](-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1.[#6](-[#9])(-[#9])(-[#9])-[#16](=[#8])(=[#8])-[#8-].[#6]=[#8]>>[#6]=[#6]-[#6]=[#8]
198,[#6]=[#6]-[#8]-[Si](-[#17])(-[#17])-[#17]>>[#8]=[#6]-[#6]-[#35].[SiH](-[#17])(-[#17])-[#17],3c7b5ab554334bf4ca248f0a3cc02e00a611dd3a6ae5d1ee6aef5390a38bfb68,chalcone_synthesis,1,LIT_0111,6.1 查耳酮类化合物的合成 / 6.1.5 芳香叶立德与醛的偶联反应,26-06-26 黄酮化合物的合成.md,125,0.95,False,False,not_generic,True,"- 反应条件：碱 在Cl3SiH/NEt3体系下，α-溴代苯乙酮可以和芳醛进行一锅反应，选择性生成反式查耳酮。反应按图6.11所示机理进行。加人0.1倍量的Ph3PO,可以使产率达到70%左右。 反应条件：NEt3 其中Ar和R均为芳基，两个产物均可进一步选择性产生反式查耳酮。",O=CCBr.[Si](Cl)(Cl)(Cl)[H]>>C=CO[Si](Cl)(Cl)Cl,[#8]=[#6]-[#6]-[#35].[SiH](-[#17])(-[#17])-[#17]>>[#6]=[#6]-[#8]-[Si](-[#17])(-[#17])-[#17]
199,[#8]=[#6]-[#6]-[#6]-[#8]-[Si](-[#17])(-[#17])-[#17].[#8]=[#6]-[#6]-[#6]-[#8]>>[#6]=[#6]-[#8]-[Si](-[#17])(-[#17])-[#17].[#6]=[#8],931d1d530385e9ea38282974711ca27db28a4efbdca1ee88622e5dcf47af80c4,chalcone_synthesis,1,LIT_0112,6.1 查耳酮类化合物的合成 / 6.1.5 芳香叶立德与醛的偶联反应,26-06-26 黄酮化合物的合成.md,128,0.95,False,False,not_generic,True,"在Cl3SiH/NEt3体系下，α-溴代苯乙酮可以和芳醛进行一锅反应，选择性生成反式查耳酮。反应按图6.11所示机理进行。加人0.1倍量的Ph3PO,可以使产率达到70%左右。 反应条件：NEt3 其中Ar和R均为芳基，两个产物均可进一步选择性产生反式查耳酮。",C=CO[Si](Cl)(Cl)Cl.C=O>>O=CCCO[Si](Cl)(Cl)Cl.O=CCCO,[#6]=[#6]-[#8]-[Si](-[#17])(-[#17])-[#17].[#6]=[#8]>>[#8]=[#6]-[#6]-[#6]-[#8]-[Si](-[#17])(-[#17])-[#17].[#8]=[#6]-[#6]-[#6]-[#8]
200,[#6]=[#6]-[#6]=[#8]>>[#8]=[#6]-[#6]-[#6]-[#8]-[Si](-[#17])(-[#17])-[#17],2f5eceee08fdff6568e28c1481c027573e06dde882bdc3444f8f61556b4757ed,chalcone_synthesis,1,LIT_0113,6.1 查耳酮类化合物的合成 / 6.1.5 芳香叶立德与醛的偶联反应,26-06-26 黄酮化合物的合成.md,132,0.95,False,False,not_generic,True,其中Ar和R均为芳基，两个产物均可进一步选择性产生反式查耳酮。,O=CCCO[Si](Cl)(Cl)Cl>>C=CC=O,[#8]=[#6]-[#6]-[#6]-[#8]-[Si](-[#17])(-[#17])-[#17]>>[#6]=[#6]-[#6]=[#8]
201,[#6]=[#6]-[#6]=[#8]>>[#8]=[#6]-[#6]-[#6]-[#8],5fefc16b25894f1a6d483f7d0bada5928d75cb784bc50d8d74096eb62c1c96ef,chalcone_synthesis,1,LIT_0114,图6.11 a-溴代苯乙酮与芳醛合成查耳酮,26-06-26 黄酮化合物的合成.md,136,0.95,False,False,not_generic,True,其中Ar和R均为芳基，两个产物均可进一步选择性产生反式查耳酮。,O=CCCO>>C=CC=O,[#8]=[#6]-[#6]-[#6]-[#8]>>[#6]=[#6]-[#6]=[#8]
202,[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]=[#6]=[#6](-[#8]-[Si](-[#6])(-[#6])-[#6])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]#[#6]-[#6](-[#8]-[Si](-[#6])(-[#6])-[#6])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,0e205d30b2dd3d1072851cee22c0e88f75f9b39c6cd1bbc4d6a75372036bc558,chalcone_synthesis,1,LIT_0115,6.1 查耳酮类化合物的合成 / 6.1.6 其他反应,26-06-26 黄酮化合物的合成.md,147,0.95,False,False,not_generic,True,"Yoshizawa K和Shioiri T报道了各种1,3-二芳基-2-丙炔基三甲基硅醚在叔丁醇钾催化下生成顺式查耳酮，条件温和，立体选择性高(图6.12)。 反应条件：KO-*t*-Bu, THF, -78°C 反应条件：HCl，MeCN",c1ccccc1C#CC(O[Si](C)(C)C)c2ccccc2>>c1ccccc1/C=C=C(O[Si](C)(C)C)/c2ccccc2,[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]#[#6]-[#6](-[#8]-[Si](-[#6])(-[#6])-[#6])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]=[#6]=[#6](-[#8]-[Si](-[#6])(-[#6])-[#6])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1
203,[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1/[#6]=[#6]\[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]=[#6]=[#6](-[#8]-[Si](-[#6])(-[#6])-[#6])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,5fc7e3d9a3ae52467e3ae27434e40a88e623cd031a3fea45219423fb56bd25e6,chalcone_synthesis,1,LIT_0116,"图6.12 1,3-二芳基-2-丙炔基三甲基硅醚合成查耳酮",26-06-26 黄酮化合物的合成.md,152,0.95,False,False,not_generic,True,"反应条件：KO-*t*-Bu, THF, -78°C 反应条件：HCl，MeCN 含有吸电子基团的芳基卤化物与芳基1-炔丙基醇可以发生偶合-异构化反应(图6.13)。反应机理研究表明，此反应先在Pd/Cu催化下进行快速烷基化，随后在三乙胺存在下缓慢异构化。",c1ccccc1/C=C=C(O[Si](C)(C)C)/c2ccccc2>>c1ccccc1/C=C\C(=O)c2ccccc2,[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]=[#6]=[#6](-[#8]-[Si](-[#6])(-[#6])-[#6])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1/[#6]=[#6]\[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1
204,[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]=[#6]-[#6](-[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1>>[#17]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1.[#6]#[#6]-[#6](-[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,39ec5a3bdab349a97b95d2115fc6ac17a0e0f7fc39242ba8db05ab5d2b5c01d3,chalcone_synthesis,1,LIT_0117,图6.13 芳基卤化物与芳基1-炔丙基醇合成查耳酮,26-06-26 黄酮化合物的合成.md,160,0.95,False,False,not_generic,True,"含有吸电子基团的芳基卤化物与芳基1-炔丙基醇可以发生偶合-异构化反应(图6.13)。反应机理研究表明，此反应先在Pd/Cu催化下进行快速烷基化，随后在三乙胺存在下缓慢异构化。 - 反应条件：PdCl2(PPh3)2, CuI，NEt3, THF, 回流",Clc1ccccc1.C#CC(O)c1ccccc1>>c1ccccc1C=CC(O)c1ccccc1,[#17]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1.[#6]#[#6]-[#6](-[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]=[#6]-[#6](-[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1
205,[#8]=[#6](-[#6])-[#8]-[#6]1:[#6](-[#6](-[#6]-[#35])=[#8]):[#6](-[#8]-[#6](-[#6])=[#8]):[#6]:[#6]:[#6]:1>>[#8]=[#6](-[#6])-[#8]-[#6]1:[#6](-[#6](-[#6])=[#8]):[#6](-[#8]-[#6](-[#6])=[#8]):[#6]:[#6]:[#6]:1,edfba71ea21569456530bc94cf50a7e302ddd5125eb393e39f839917c1ce48c1,protection,1,LIT_0118,6.2 橙酮类化合物的合成 / 6.2.1 苯并呋喃酮的羟醛缩合,26-06-26 黄酮化合物的合成.md,177,0.95,False,False,not_generic,True,"从结构上看，橙酮与黄酮可以看为同分异构体。文献报道合成橙酮类化合物的方法不多，最常用的为在酸或碱的催化下苯并呋喃酮与芳香醛的缩合。2'-羟基或2-乙酰氧基取代的查耳酮通过环合也可以生成此类化合物。 此法的关键在于苯并呋喃酮的合成。Okombi S等以邻乙酰氧基苯乙酮为原料，经溴化、碱性条件下环合得到苯并呋喃酮，最后在碱性条件下羟醛缩合反应得到橙酮类化合物（图6.14）。 1. 条件：(Me)3N(Br3)Ph, THF 2. 条件：KOH, MeOH/H2O 3. 条件：芳基甲醛（R = H，烷基，烷氧基），KOH，MeOH/H2O",O=C(C)OC1=C(C(C)=O)C(OC(C)=O)=CC=C1>>O=C(C)OC1=C(C(CBr)=O)C(OC(C)=O)=CC=C1,[#8]=[#6](-[#6])-[#8]-[#6]1:[#6](-[#6](-[#6])=[#8]):[#6](-[#8]-[#6](-[#6])=[#8]):[#6]:[#6]:[#6]:1>>[#8]=[#6](-[#6])-[#8]-[#6]1:[#6](-[#6](-[#6]-[#35])=[#8]):[#6](-[#8]-[#6](-[#6])=[#8]):[#6]:[#6]:[#6]:1
206,[#8]=[#6](-[#6])-[#8]-[#6]1:[#6]2:[#6](-[#8]-[#6]-[#6]-2=[#8]):[#6]:[#6]:[#6]:1>>[#8]=[#6](-[#6])-[#8]-[#6]1:[#6](-[#6](-[#6]-[#35])=[#8]):[#6](-[#8]-[#6](-[#6])=[#8]):[#6]:[#6]:[#6]:1,d56302d863a16c57742ce5b507f8e27d1a67cb8391e5f267706c4867a74a67df,literature_reaction,1,LIT_0119,图6.14 以邻乙酰氧基苯乙酮为原料合成橙酮,26-06-26 黄酮化合物的合成.md,181,0.95,False,False,not_generic,True,"此法的关键在于苯并呋喃酮的合成。Okombi S等以邻乙酰氧基苯乙酮为原料，经溴化、碱性条件下环合得到苯并呋喃酮，最后在碱性条件下羟醛缩合反应得到橙酮类化合物（图6.14）。 1. 条件：(Me)3N(Br3)Ph, THF 2. 条件：KOH, MeOH/H2O 3. 条件：芳基甲醛（R = H，烷基，烷氧基），KOH，MeOH/H2O",O=C(C)OC1=C(C(CBr)=O)C(OC(C)=O)=CC=C1>>O=C(C)OC1=C2C(OCC2=O)=CC=C1,[#8]=[#6](-[#6])-[#8]-[#6]1:[#6](-[#6](-[#6]-[#35])=[#8]):[#6](-[#8]-[#6](-[#6])=[#8]):[#6]:[#6]:[#6]:1>>[#8]=[#6](-[#6])-[#8]-[#6]1:[#6]2:[#6](-[#8]-[#6]-[#6]-2=[#8]):[#6]:[#6]:[#6]:1
207,[#6]-[#6](=[#8])-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]2:[#6]:1-[#6](=[#8])/[#6](=[#6]\[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#8]-2>>[#8]=[#6](-[#6])-[#8]-[#6]1:[#6]2:[#6](-[#8]-[#6]-[#6]-2=[#8]):[#6]:[#6]:[#6]:1.[#8]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,19966ab5696e8a6e573994ca43c008d401743d9e2ead5b2fe06d6c144643cc08,literature_reaction,1,LIT_0120,图6.14 以邻乙酰氧基苯乙酮为原料合成橙酮,26-06-26 黄酮化合物的合成.md,185,0.95,False,False,not_generic,True,"2. 条件：KOH, MeOH/H2O 3. 条件：芳基甲醛（R = H，烷基，烷氧基），KOH，MeOH/H2O Lawrence N J用取代的苯酚两步反应得到苯并呋喃酮，随后在AlO的催化下进行羟醛缩合反应(图6.15)。 1. R = H, MeO，反应条件：NaH，DMF，rt",O=C(C)OC1=C2C(OCC2=O)=CC=C1.O=Cc1ccccc1>>CC(=O)Oc1cccc2c1C(=O)/C(=C\c1ccccc1)O2,[#8]=[#6](-[#6])-[#8]-[#6]1:[#6]2:[#6](-[#8]-[#6]-[#6]-2=[#8]):[#6]:[#6]:[#6]:1.[#8]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1>>[#6]-[#6](=[#8])-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]2:[#6]:1-[#6](=[#8])/[#6](=[#6]\[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#8]-2
208,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]-[#6](=[#8])-[#8]):[#6]:[#6]:1-[#8]-[#6]>>[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:1-[#8]-[#6].[#17]-[#6]-[#6](=[#8])-[#8],d39c1ba1206b80bdd66ce7ca1c21c553e0fcb9101b6b1f000bfe24f81419593a,literature_reaction,1,LIT_0121_v01,6.2 橙酮类化合物的合成 / 6.2.1 苯并呋喃酮的羟醛缩合,26-06-26 黄酮化合物的合成.md,193,0.95,False,False,not_generic,True,"Lawrence N J用取代的苯酚两步反应得到苯并呋喃酮，随后在AlO的催化下进行羟醛缩合反应(图6.15)。 1. R = H, MeO，反应条件：NaH，DMF，rt 2. 反应条件：PPA 3. \* = H，F；反应条件：Al2O3，DCM，rt",COc1ccc(O)cc1OC.[Cl]CC(=O)O>>COc1ccc(OCC(=O)O)cc1OC,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:1-[#8]-[#6].[#17]-[#6]-[#6](=[#8])-[#8]>>[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]-[#6](=[#8])-[#8]):[#6]:[#6]:1-[#8]-[#6]
